,pl_name,pl_radj,pl_bmassj,pl_bmassprov,pl_orbper,pl_orbeccen,pl_orbincl,pl_eqt,st_mass,st_met,st_age,sy_snum,sy_pnum
1356,K2-166 b,0.195,,,8.52695,,87.429,1140,1.16,0.09,,1,2
1357,K2-167 b,0.202,,,9.97857,0.41,87.41,1131,1.34,0.425,2.1,1,1
1358,K2-168 b,0.166,,,15.8523,,89.4,766,0.88,-0.13,,1,2
1359,K2-169 b,0.114,,,6.380803,,87.837,967.3136236,0.99,0.26,,1,1
1360,K2-17 b,0.199,,,17.96753,0.18,89.2395,487,0.71,0.15,,1,1
1361,K2-170 b,0.127,,,7.576544,,87.989,1022.450108,0.96,-0.11,,1,2
1362,K2-170 c,0.161,,,12.400047,,88.668,867.6103645,0.96,-0.11,,1,2
1363,K2-171 b,0.24,,,5.628466,,85.048,1294.106805,0.89,-0.09,,1,1
1364,K2-172 b,0.149,,,14.316941,,88.914,729.7352845,0.93,-0.06,,1,2
1365,K2-172 c,0.286,,,29.62682,,89.497,574.8072301,0.93,-0.06,,1,2
1366,K2-173 b,0.143,,,5.868699,,87.826,1044.131518,0.88,-0.25,,1,1
1367,K2-174 b,0.232,,,19.562307,,89.95,455,0.7,0.113,,1,1
1368,K2-175 b,0.182,,,9.525988,,87.494,1128.575842,1.09,0.05,,1,1
1369,K2-176 b,0.133,,,5.329439,,88.063,1018.067751,0.94,0.15,,1,1
1370,K2-177 b,0.189,,,14.155185,,87.22,920.5722001,1.21,0.41,,1,1
1371,K2-178 b,0.317,,,8.747818,,88.611,891.666936,0.95,0.09,,1,1
1372,K2-179 b,0.224,,,5.172191,,88.755,873.4237311,0.82,0.03,,1,1
1373,K2-18 b,0.211,0.02807,Mass,32.939623,0.2,89.579,284,0.36,0.12,,1,2
1374,K2-18 c,,0.02363,Msini,8.962,,,363,0.36,,,1,2
1375,K2-180 b,0.225,0.036,Mass,8.8656511,,88.815,802,0.72,-0.5,9.5,1,1
1376,K2-181 b,0.253,,,6.894256,,88.616,962,0.99,0.23,,1,1
1377,K2-182 b,0.24,0.06293,Mass,4.7369683,0.04,89.4,969,0.86,0.12,2.07,1,1
1378,K2-183 b,0.098,,,0.469285,,90.1,2339.248376,0.94,0.09,,1,3
1379,K2-183 c,0.205,,,10.787992,,90.5,787,0.9425,0.09,,1,3
1380,K2-183 d,0.205,,,22.620344,,89.9,615,0.935,0.09,,1,3
1381,K2-184 b,0.131,,,16.9780102,,89.466,533,0.84,-0.1,,1,1
1382,K2-185 b,0.103,,,10.616384,,88.932,809,0.96,-0.1,,1,2
1383,K2-185 c,0.213,,,52.713494,,89.003,477,0.96,-0.1,,1,2
1384,K2-186 b,0.283,,,41.474219,,89.524,579.7613816,1.02,0.06,,1,1
1385,K2-187 b,0.107,,,0.77401,,89.7,1815,0.975,0,,1,4
1386,K2-187 c,0.125,,,2.871512,,90.4,1173,0.975,0,,1,4
1387,K2-187 d,0.214,,,7.149584,,90.3,865,0.9525,0,,1,4
1388,K2-187 e,0.17,,,13.606629,,90.1,698,0.975,0,,1,4
1389,K2-188 b,0.12,,,1.742169,,83.928,1692,1.06,-0.01,,1,2
1390,K2-188 c,0.252,,,7.810253,,88.098,1026,1.06,-0.01,,1,2
1391,K2-189 b,0.136,,,2.588309,,88.113,1197,0.94,0,,1,2
1392,K2-189 c,0.223,,,6.679195,,88.183,872,0.94,0,,1,2
1393,K2-19 b,0.624,0.10194,Mass,7.9222,0.2,91.5,883.5,0.88,0.06,,1,3
1394,K2-19 c,0.366,0.03398,Mass,11.8993,0.21,91.1,771,0.88,0.06,,1,3
1395,K2-19 d,0.099,,,2.5081,,90.8,1252,0.88,0.06,,1,3
1396,K2-190 b,0.121,,,10.098858,,88.357,894.902511,0.9,-0.19,,1,2
1397,K2-190 c,0.098,,,21.574023,,88.977,676.8655959,0.9,-0.19,,1,2
1398,K2-191 b,0.141,,,2.858646,,87.051,1174.762674,0.9,0.31,,1,1
1399,K2-192 b,0.136,,,4.162817,,88.392,939,0.9,0.15,,1,1
1400,K2-193 b,0.352,,,14.786889,,89.193,739,1.01,0,,1,1
1401,K2-194 b,0.325,,,39.721386,,89.065,689.9740088,1.11,0.1,,1,1
1402,K2-195 b,0.279,,,15.852975,,89.041,720,0.94,-0.1,,1,2
1403,K2-195 c,0.23,,,28.482786,,88.537,625.9466592,0.96,-0.09,,1,2
1404,K2-196 b,0.321,,,48.324222,,88.274,692.5307434,1.16,0.01,,1,1
1405,K2-197 b,0.228,,,8.357881,,88.509,848,1,0.08,,1,1
1406,K2-198 b,0.374,,,17.0428683,,88.904,716,0.8,-0.033,,1,3
1407,K2-198 c,0.127,,,3.3596055,,86.494,1230,0.8,0.094,,1,3
1408,K2-198 d,0.218,,,7.4500177,,89.86,943,0.8,0.094,,1,3
1409,K2-199 b,0.154,0.02171,Mass,3.2253993,0.02,88.8,913,0.71,-0.01,5.04,1,2
1410,K2-199 c,0.254,0.03901,Mass,7.3744897,0.03,87.7,694,0.71,-0.01,5.04,1,2
1411,K2-200 b,0.122,,,2.849883,,87.968,1142.867935,0.86,-0.04,,1,1
1412,K2-201 b,0.125,,,1.05979,,84.414,1778.272042,0.96,0.13,,1,2
1413,K2-201 c,0.293,,,22.779878,,89.272,639.5693972,0.96,0.13,,1,2
1414,K2-202 b,0.205,,,3.405164,,87.672,1209.486535,0.97,0.27,,1,1
1415,K2-203 b,0.122,,,9.695101,,88.43,737.6331391,0.79,-0.07,,1,1
1416,K2-204 b,0.272,,,7.055784,,87.649,1099.988854,1.01,0.07,,1,1
1417,K2-205 b,0.178,,,26.672263,,89.097,731.7131251,0.95,-0.26,,1,1
1418,K2-206 b,0.249,,,18.294549,,89.112,598.1329036,0.79,-0.14,,1,1
1419,K2-207 b,0.232,,,12.48749,,88.62,799.352855,0.94,0.11,,1,1
1420,K2-208 b,0.15,,,4.190948,,88.043,1129.855638,0.93,-0.11,,1,1
1421,K2-209 b,0.077,,,2.080615,,86.231,1129.056456,0.74,-0.06,,1,1
1422,K2-21 b,0.164,,,9.325038,0.1,88.98,540.8438349,0.68,-0.11,,1,2
1423,K2-21 c,0.222,,,15.50192,0.21,88.85,460.6643778,0.68,-0.11,,1,2
1424,K2-210 b,0.077,,,0.57023,,89.2,2145.623348,0.91,0,,1,1
1425,K2-211 b,0.116,,,0.669532,,89.6,1924.251893,0.88,-0.04,,1,1
1426,K2-212 b,0.236,,,9.795647,,89.191,542,0.62,-0.15,,1,1
1427,K2-213 b,0.135,,,8.13087,,87.862,1075.737956,1.07,0.25,,1,1
1428,K2-214 b,0.217,,,8.596802,,88.145,1006,1.05,0.05,,1,1
1429,K2-215 b,0.189,,,8.269648,,88.984,984.2969109,1,0.11,,1,1
1430,K2-216 b,0.156,0.02517,Mass,2.1748,,86.9,1103,0.7,0,,1,1
1431,K2-217 b,0.319,,,14.074524,,88.043,957.7782153,1.1,0.04,,1,1
1432,K2-218 b,0.229,,,8.679885,,88.453,983.7088977,1.05,0.25,,1,1
1433,K2-219 b,0.12,,,3.901287,,86.795,1406.459579,1.02,0.13,,1,3
1434,K2-219 c,0.128,,,6.66767,,87.269,1176.355326,1.02,0.13,,1,3
1435,K2-219 d,0.23,,,11.137278,,88.287,991.4485961,1.02,0.13,,1,3
1436,K2-22 b,0.205,,,0.381073,0.19,90.6,,0.54,0.032,,2,1
1437,K2-220 b,0.213,,,13.683256,,88.883,758,0.96,0.04,,1,1
1438,K2-221 b,0.15,,,2.399094,,85.447,1476.603648,1.01,0.13,,1,1
1439,K2-222 b,0.213,,,15.387063,,88.791,801,1,-0.21,,1,1
1440,K2-223 b,0.079,,,0.50557,,89.7,2271,1.065,0.19,,1,2
1441,K2-223 c,0.134,,,4.562546,,89.6,1091,1.065,0.19,,1,2
1442,K2-224 b,0.139,,,4.47904,,87.86,1002,0.91,-0.19,,1,2
1443,K2-224 c,0.215,,,10.09489,,88.676,764,0.91,-0.19,,1,2
1444,K2-225 b,0.311,,,15.87209,,88.449,902,1.27,0.38,,1,1
1445,K2-226 b,0.137,,,3.27108,,86.719,1120,0.88,-0.03,,1,1
1446,K2-227 b,0.149,,,13.621832,,88.374,779.0327103,0.95,-0.1,,1,1
1447,K2-228 b,0.108,,,2.69828,,87.465,914,0.71,-0.25,,1,1
