planet_name,number_of_stars,orbital_period,orbit_semi_major_axis,planet_radius,Inclination,eccentricity,insolation_flux,planet_temperature,star_temperature,star_radius,star_mass
Kepler-1921 c,1,3.15721824,0.0454,1.44,89.38,0.0,2436.47,1792.0,6120.0,2.0,1.25
Kepler-1922 b,1,13.2226208,0.1077,1.47,89.95,0.0,70.87,740.0,5933.0,0.86,0.95
Kepler-1923 b,1,52.607947,0.2583,1.13,89.95,0.0,8.63,437.0,5751.0,0.77,0.83
Kepler-1924 b,1,15.3317018,0.1163,1.2,89.95,0.0,62.23,716.0,6028.0,0.84,0.89
Kepler-1925 b,1,46.7162336,0.2588,2.03,89.68,0.0,18.74,531.0,5856.0,1.09,1.06
Kepler-1926 b,1,42.8774173,0.2197,2.77,89.95,0.0,9.8,451.0,5256.0,0.83,0.77
Kepler-1929 b,1,59.3627199,0.354,6.06,89.95,0.0,139.22,876.0,5897.0,4.01,1.68
Kepler-193 b,1,11.38840217,0.1022,3.04,89.4,0.0,216.55,979.0,5876.0,1.46,1.09
Kepler-1930 b,1,13.0267964,0.1025,2.08,89.01,0.0,40.51,643.0,5083.0,0.84,0.84
Kepler-1931 b,1,38.5752965,0.2322,1.96,89.38,0.0,57.46,702.0,6478.0,1.4,1.12
Kepler-1932 b,1,0.5241758,0.0123,1.27,86.42,0.0,3049.23,1891.0,5278.0,0.81,0.91
Kepler-1933 b,1,4.94330596,0.0561,1.41,79.91,0.0,296.74,1058.0,5661.0,1.01,0.96
Kepler-1935 b,1,3.9513822,0.0463,64.89,77.35,0.0,324.78,1083.0,5570.0,0.9,0.84
Kepler-1936 b,1,126.557522,0.5548,4.5,88.81,0.0,17.85,524.0,6501.0,1.85,1.42
Kepler-1939 b,1,2.79064934,0.0335,920.0,89.95,0.0,110.57,827.0,4358.0,0.62,0.64
Kepler-1940 b,1,4.95060632,0.0525,1.28,88.69,0.0,145.23,885.0,5431.0,0.72,0.8
Kepler-1942 b,1,4.62602725,0.0516,1.6,89.95,0.0,247.34,1011.0,5834.0,0.8,0.85
Kepler-1944 b,1,9.84262076,0.0918,2.41,89.71,0.0,97.62,801.0,5585.0,0.97,1.06
Kepler-1945 b,1,6.08003714,0.0597,1.07,89.58,0.0,100.72,808.0,4991.0,0.8,0.77
Kepler-1946 b,1,3.03520869,0.0394,3163.54,52.14,0.0,403.53,1143.0,5505.0,0.87,0.89
Kepler-1947 b,1,6.96352699,0.0711,1.4,89.69,0.0,669.78,1298.0,6040.0,1.69,0.98
Kepler-1948 b,1,15.5714121,0.1022,720.0,89.64,0.0,5.98,399.0,3872.0,0.56,0.58
Kepler-1949 b,1,2.20829412,0.0334,950.0,86.52,0.0,1108.75,1472.0,6131.0,0.99,1.01
Kepler-195 b,1,8.30784498,0.0769,2.22,89.95,0.0,76.08,753.0,5324.0,0.79,0.88
Kepler-195 c,1,34.0962295,0.1971,1.76,89.38,0.0,11.58,470.0,5324.0,0.79,0.88
Kepler-1950 b,1,10.7770462,0.0871,1.06,89.95,0.0,75.83,753.0,5455.0,0.85,0.76
Kepler-1951 b,1,20.6577602,0.1359,880.0,88.81,0.0,35.84,624.0,5497.0,0.9,0.78
Kepler-1953 b,1,6.24563503,0.0606,1.11,89.38,0.0,70.42,739.0,4859.0,0.72,0.76
Kepler-1954 b,1,5.88350251,0.0625,1.27,88.75,0.0,192.09,949.0,5840.0,0.85,0.94
Kepler-1955 b,1,14.2652558,0.1176,990.0,89.95,0.0,113.9,833.0,5826.0,1.24,1.07
Kepler-1956 b,1,5.94375659,0.0563,1.15,89.95,0.0,48.82,674.0,4391.0,0.68,0.67
Kepler-1957 b,1,2.18659922,0.0299,820.0,88.24,0.0,345.07,1099.0,4904.0,0.77,0.74
Kepler-1958 b,1,9.32867332,0.0853,1.65,89.95,0.0,97.13,801.0,5733.0,0.85,0.95
Kepler-1959 b,1,6.3867289,0.0617,1.2,89.95,0.0,102.25,811.0,5071.0,0.81,0.77
Kepler-196 c,1,47.4277116,0.2387,2.33,89.27,0.0,6.46,407.0,5132.0,0.77,0.81
Kepler-196 d,1,122.0799221,0.4698,5.92,89.38,0.0,7.28,419.0,5313.0,1.5,0.93
Kepler-1963 b,1,1.96227924,0.0298,830.0,87.09,0.0,1038.36,1448.0,5726.0,0.98,0.92
Kepler-1965 b,1,41.8673672,0.2305,1.06,89.38,0.0,14.12,494.0,5864.0,0.84,0.93
Kepler-1966 b,1,8.61735417,0.0721,800.0,89.38,0.0,46.93,668.0,5013.0,0.66,0.67
Kepler-1967 b,1,7.28170196,0.0735,1.85,89.95,0.0,329.68,1087.0,4970.0,1.81,1.0
Kepler-1968 b,1,7.28116667,0.0696,1.4,89.72,0.0,72.16,744.0,5008.0,0.79,0.84
Kepler-1969 b,1,6.64752101,0.0717,1.72,89.95,0.0,235.89,999.0,6046.0,1.01,1.11
Kepler-197 c,2,10.34973276,0.0898,1.44,83.51,0.0,177.25,930.0,6003.0,1.11,0.9
Kepler-1972 b,1,7.5459119,0.0794,980.0,83.08,0.0,886.58,1392.0,6003.0,2.19,1.17
Kepler-1976 b,1,4.95931945,0.0587,11.88,85.94,0.0,382.06,1128.0,6117.0,1.02,1.1
Kepler-1979 b,1,18.5084405,0.1383,5.28,81.36,0.0,51.32,683.0,5942.0,0.94,1.03
Kepler-198 b,1,17.79001678,0.1304,2.7,89.66,0.0,43.5,655.0,5569.0,0.93,0.94
Kepler-198 c,1,49.5675359,0.2596,2.44,89.38,0.0,10.49,459.0,5733.0,0.85,0.95
Kepler-198 d,1,1.31184443,0.0231,1.38,88.81,0.0,1324.48,1539.0,5733.0,0.85,0.95
Kepler-1980 b,1,33.0256807,0.1948,1.96,89.95,0.0,19.07,533.0,5853.0,0.83,0.9
Kepler-1982 b,1,3.82316376,0.0523,1.04,88.81,0.0,1377.67,1554.0,6597.0,1.49,1.31
Kepler-1984 b,1,1.99281228,0.0232,690.0,89.95,0.0,45.08,661.0,3608.0,0.4,0.42
Kepler-1985 b,1,3.42063861,0.0433,1.81,89.38,0.0,354.65,1107.0,5485.0,0.91,0.92
Kepler-1987 b,1,2.345863,0.0318,1.23,89.81,0.0,233.38,997.0,4769.0,0.71,0.8
Kepler-1987 c,1,3.64830183,0.0427,1.33,89.75,0.0,129.44,860.0,4769.0,0.71,0.8
Kepler-1987 d,1,5.64491523,0.0571,2.95,87.66,0.0,74.26,749.0,4750.0,0.73,0.78
Kepler-1987 e,1,8.74287133,0.0764,1.99,89.38,0.0,41.48,647.0,4750.0,0.73,0.78
Kepler-1988 b,1,11.49499722,0.1142,2.59,80.21,0.0,893.54,1394.0,6036.0,3.13,1.5
Kepler-1990 b,1,1.73513603,0.0284,3.76,89.38,0.0,1813.88,1664.0,5731.0,1.23,1.02
Kepler-1990 c,1,4.06844957,0.0504,980.0,86.61,0.0,442.08,1170.0,5751.0,1.07,1.03
Kepler-1991 b,1,13.26084292,0.108,1.26,88.24,0.0,56.7,700.0,5632.0,0.86,0.95
Kepler-1992 b,1,15.611223,0.1146,910.0,89.95,0.0,54.44,693.0,5466.0,0.95,0.82
Kepler-1993 b,1,26.6565574,0.1943,4.05,89.95,0.0,157.45,903.0,5159.0,3.06,1.37
Kepler-1994 b,1,4.61226344,0.0509,550.0,84.22,0.0,262.3,1026.0,5461.0,0.92,0.82
Kepler-1995 b,1,73.7579317,0.3259,4.23,89.95,0.0,4.66,375.0,5029.0,0.93,0.85
Kepler-1996 c,1,92.7297248,0.3608,2.81,89.19,0.0,1.38,276.0,4580.0,0.68,0.75
Kepler-1997 b,1,26.7575859,0.1808,2.51,89.95,0.0,43.25,654.0,6197.0,1.03,1.1
Kepler-1998 b,1,3.03266154,0.0392,610.0,87.09,0.0,485.61,1197.0,5725.0,0.88,0.87
Kepler-1999 b,1,8.7396758,0.0713,3.29,82.59,0.0,26.17,577.0,4406.0,0.63,0.63
Kepler-20 e,2,6.09853672,0.0626,820.0,87.66,0.0,174.3,927.0,5465.0,0.93,0.88
Kepler-200 b,1,8.59479202,0.0832,2.92,83.08,0.0,283.03,1046.0,6053.0,1.28,1.04
Kepler-2000 c,1,20.6180348,0.1228,1.57,89.82,0.0,3.92,359.0,3757.0,0.58,0.58
Kepler-2001 b,1,1.09001333,0.0197,1.03,86.52,0.0,953.68,1417.0,5093.0,0.78,0.86
Kepler-2001 c,1,14.0926796,0.1085,1.82,88.24,0.0,31.44,604.0,5093.0,0.78,0.86
Kepler-201 c,1,151.8861943,0.5752,2.31,89.95,0.0,5.88,397.0,6131.0,1.24,1.1
Kepler-202 c,1,16.28248353,0.1147,2.04,89.38,0.0,18.81,531.0,4806.0,0.72,0.76
Kepler-203 d,1,11.32977062,0.0979,1.37,89.91,0.0,126.21,855.0,5821.0,1.08,0.97
Kepler-205 c,1,20.30655662,0.1164,1.29,89.38,0.0,3.29,343.0,3834.0,0.48,0.51
Kepler-206 b,1,7.78200916,0.0765,1.11,88.81,0.0,189.4,946.0,5762.0,1.06,0.98
Kepler-207 c,1,3.0715454,0.0423,1.06,87.66,0.0,857.34,1380.0,6110.0,1.11,1.06
Kepler-207 d,1,5.86806802,0.0651,2.31,89.95,0.0,361.97,1112.0,6110.0,1.11,1.06
Kepler-208 b,1,4.22864988,0.0532,1.68,89.38,0.0,834.72,1371.0,6220.0,1.33,1.12
Kepler-209 b,1,16.08786478,0.1194,2.6,89.95,0.0,63.13,719.0,5514.0,1.04,0.88
Kepler-209 c,1,41.74949827,0.2255,3.4,89.95,0.0,17.7,523.0,5514.0,1.04,0.88
Kepler-21 b,2,2.78582169,0.0427,1.59,85.37,0.0,2399.4,1785.0,6131.0,1.86,1.34
Kepler-210 b,1,2.4532359,0.0292,2.23,88.81,0.0,69.2,736.0,3914.0,0.53,0.55
Kepler-210 c,1,7.97251009,0.0642,3.22,87.26,0.0,14.45,497.0,3912.0,0.53,0.56
Kepler-211 c,1,6.0404622,0.0636,1.3,88.58,0.0,118.56,841.0,5297.0,0.82,0.94
Kepler-212 b,1,16.2583586,0.1313,870.0,89.38,0.0,82.68,769.0,5914.0,1.14,1.14
Kepler-213 c,1,4.82297735,0.0558,1.68,89.95,0.0,266.31,1030.0,5822.0,0.9,0.99
Kepler-214 c,1,28.7795813,0.1864,1.83,85.94,0.0,39.85,641.0,6332.0,0.98,1.04
Kepler-215 b,1,9.36063971,0.0812,1.76,86.52,0.0,149.82,892.0,5741.0,1.01,0.81
Kepler-215 d,1,30.86437869,0.1798,2.45,89.38,0.0,30.56,600.0,5741.0,1.01,0.81
Kepler-216 b,1,7.69363627,0.0767,2.12,88.11,0.0,308.61,1069.0,6086.0,1.22,1.01
Kepler-217 b,1,5.37493289,0.0626,2.12,88.73,0.0,942.35,1413.0,6167.0,1.69,1.14
Kepler-217 c,1,8.58598202,0.0924,1.48,89.95,0.0,454.63,1178.0,6765.0,1.44,1.43
Kepler-218 c,1,44.699504,0.2451,2.97,89.95,0.0,15.05,502.0,5497.0,1.05,0.98
Kepler-220 e,1,45.9029768,0.2166,1.18,89.74,0.0,3.19,341.0,4499.0,0.64,0.64
Kepler-221 c,1,5.69058452,0.0559,2.75,89.38,0.0,125.55,854.0,5280.0,0.75,0.72
Kepler-221 d,1,10.04156852,0.0817,2.52,89.95,0.0,58.77,706.0,5280.0,0.75,0.72
Kepler-222 d,1,28.08194365,0.1777,3.75,89.38,0.0,17.52,522.0,5431.0,0.84,0.94
Kepler-224 b,1,3.13295163,0.0383,1.5,89.38,0.0,217.12,979.0,5195.0,0.7,0.77
Kepler-224 c,1,5.92499131,0.0586,3.33,85.37,0.0,92.75,791.0,5195.0,0.7,0.77
Kepler-224 d,1,11.34934848,0.0893,2.39,89.14,0.0,32.75,610.0,5016.0,0.68,0.74
Kepler-226 c,1,5.34955382,0.0563,2.55,89.62,0.0,168.99,919.0,5185.0,0.91,0.83
Kepler-226 d,1,8.10904671,0.0759,1.19,88.81,0.0,96.38,799.0,5559.0,0.81,0.88
Kepler-227 c,1,54.418464,0.286,3.1,89.95,0.0,13.86,492.0,5850.0,1.04,1.05
Kepler-228 c,1,4.13443005,0.0514,3.02,83.08,0.0,427.65,1160.0,6046.0,0.97,1.05
Kepler-228 d,1,11.09432054,0.0992,3.9,88.11,0.0,114.81,835.0,6046.0,0.97,1.05
Kepler-23 d,1,15.27438229,0.1235,2.28,89.38,0.0,162.22,910.0,5828.0,1.55,1.08
Kepler-231 b,1,10.06525843,0.0729,1.61,89.95,0.0,7.81,426.0,3767.0,0.48,0.51
Kepler-232 b,1,4.43124259,0.0536,3.07,89.38,0.0,314.29,1074.0,5841.0,0.93,1.05
Kepler-232 c,1,11.37938071,0.1006,3.74,87.09,0.0,89.22,784.0,5841.0,0.93,1.05
Kepler-233 b,1,8.47237844,0.0778,2.71,89.95,0.0,75.44,752.0,5354.0,0.79,0.88
Kepler-235 c,1,7.82501206,0.0617,1.22,88.81,0.0,12.36,478.0,3887.0,0.48,0.51
Kepler-236 b,1,8.29561738,0.0652,1.82,87.95,0.0,11.39,469.0,3747.0,0.52,0.54
Kepler-236 c,1,23.9679932,0.1325,1.85,89.38,0.0,2.62,325.0,3750.0,0.51,0.54
Kepler-237 c,1,8.10361363,0.0712,2.27,88.81,0.0,52.82,688.0,4861.0,0.73,0.73
Kepler-238 b,1,2.09081565,0.0326,1.05,87.09,0.0,919.65,1404.0,5858.0,0.96,1.06
Kepler-238 c,1,6.15555756,0.067,1.88,81.93,0.0,217.72,980.0,5858.0,0.96,1.06
Kepler-24 c,1,12.33343853,0.1003,4.12,78.63,0.0,165.3,915.0,5896.0,1.24,0.88
Kepler-242 b,1,8.2039687,0.0735,3.04,86.52,0.0,71.5,742.0,5015.0,0.83,0.79
Kepler-244 b,1,4.31178026,0.0511,3.11,89.08,0.0,274.84,1038.0,5527.0,0.93,0.96
Kepler-244 d,1,20.05040157,0.1385,2.78,87.66,0.0,28.78,591.0,5565.0,0.8,0.88
Kepler-245 e,1,3.21982106,0.0397,1.92,89.95,0.0,331.28,1088.0,5257.0,0.87,0.8
Kepler-246 b,1,4.60181182,0.0501,2.35,87.56,0.0,152.91,896.0,4986.0,0.83,0.79
Kepler-246 c,1,11.18719905,0.0907,1.55,89.1,0.0,46.65,667.0,4986.0,0.83,0.79
Kepler-247 c,1,9.43945949,0.0837,4.16,89.89,0.0,52.32,686.0,5097.0,0.78,0.89
Kepler-247 d,1,20.47735749,0.1408,5.0,88.24,0.0,19.02,533.0,5094.0,0.79,0.88
Kepler-249 c,1,7.11372736,0.0551,1.27,88.24,0.0,8.43,435.0,3568.0,0.42,0.44
Kepler-250 c,1,7.15681773,0.0689,2.41,89.38,0.0,84.6,773.0,5162.0,0.8,0.85
Kepler-250 d,1,17.64830992,0.1257,2.23,89.95,0.0,25.42,573.0,5162.0,0.8,0.85
Kepler-251 b,1,4.79091735,0.0546,1.8,89.95,0.0,414.79,1151.0,5883.0,1.07,0.94
Kepler-251 c,1,16.5141282,0.1245,3.59,89.95,0.0,79.78,762.0,5883.0,1.07,0.94
Kepler-252 b,1,6.66833241,0.0589,1.18,88.24,0.0,28.06,587.0,4201.0,0.59,0.61
Kepler-253 c,1,10.28192877,0.0885,2.7,89.38,0.0,52.79,687.0,5216.0,0.79,0.87
Kepler-253 d,1,18.11993039,0.1284,2.95,89.64,0.0,23.77,563.0,5196.0,0.78,0.87
Kepler-255 b,1,5.71462396,0.0597,1.78,88.25,0.0,210.16,971.0,5344.0,1.01,0.87
Kepler-255 d,1,1.04562266,0.0202,1.37,88.24,0.0,1659.82,1628.0,5569.0,0.89,1.01
Kepler-256 b,1,1.62046784,0.0277,1.37,79.07,0.0,1348.59,1545.0,5936.0,0.96,1.07
Kepler-256 c,1,3.38801185,0.0453,1.79,84.8,0.0,504.25,1209.0,5936.0,0.96,1.07
Kepler-257 b,1,2.38265287,0.0333,2.74,84.74,0.0,553.53,1237.0,5188.0,0.97,0.87
Kepler-259 c,1,36.9249531,0.2155,2.71,89.95,0.0,18.7,530.0,5926.0,0.89,0.98
Kepler-26 b,1,12.28299829,0.0847,2.83,89.93,0.0,8.14,431.0,3879.0,0.54,0.54
Kepler-26 d,1,3.54391789,0.0373,1.23,89.95,0.0,41.25,646.0,3887.0,0.53,0.55
Kepler-26 e,1,46.827714,0.2085,2.11,89.95,0.0,1.32,273.0,3887.0,0.53,0.55
Kepler-260 b,1,8.18739443,0.0745,1.92,88.89,0.0,88.36,782.0,5251.0,0.85,0.82
Kepler-260 c,1,76.0498163,0.329,1.75,89.99,0.0,4.53,372.0,5251.0,0.85,0.82
Kepler-262 b,1,13.06076688,0.1075,1.49,88.24,0.0,68.66,734.0,5830.0,0.88,0.97
Kepler-263 c,1,47.3330262,0.2407,2.4,89.95,0.0,7.24,418.0,5265.0,0.78,0.83
Kepler-264 c,1,140.10765,0.601,3.42,89.98,0.0,16.17,511.0,6207.0,2.1,1.47
Kepler-265 c,1,17.02902786,0.1243,2.54,89.59,0.0,76.66,755.0,5839.0,1.07,0.88
Kepler-266 c,1,107.7215744,0.451,3.83,89.95,0.0,5.49,390.0,5888.0,1.02,1.05
Kepler-267 d,1,28.46462622,0.1439,2.01,89.95,0.0,2.01,303.0,3807.0,0.47,0.49
Kepler-269 b,1,5.32670215,0.0601,2.45,88.24,0.0,242.97,1007.0,5831.0,0.92,1.02
Kepler-269 c,1,8.1280933,0.0796,1.39,88.71,0.0,138.51,875.0,5831.0,0.92,1.02
Kepler-270 c,1,25.2630467,0.1769,1.71,88.0,0.0,77.24,756.0,6071.0,1.41,1.16
Kepler-271 b,1,10.43547031,0.0881,1.22,89.57,0.0,78.35,759.0,5528.0,0.85,0.84
Kepler-271 c,1,7.41084314,0.0702,940.0,89.79,0.0,123.4,850.0,5528.0,0.85,0.84
Kepler-273 b,1,2.93652697,0.0369,1.55,89.38,0.0,437.7,1167.0,5627.0,0.81,0.78
Kepler-274 c,1,33.1981054,0.2015,1.95,89.95,0.0,29.41,594.0,6020.0,1.01,0.99
Kepler-275 b,1,10.30067919,0.0951,2.2,89.99,0.0,251.55,1015.0,6157.0,1.33,1.08
Kepler-275 c,1,16.08831829,0.1375,3.32,89.38,0.0,142.11,881.0,6535.0,1.28,1.34
Kepler-276 b,1,14.12847677,0.1159,2.73,87.47,0.0,70.5,739.0,5779.0,0.97,1.04
Kepler-276 c,1,31.8841473,0.1994,3.7,86.92,0.0,23.82,563.0,5779.0,0.97,1.04
Kepler-277 b,1,17.32417247,0.1363,2.96,85.37,0.0,171.81,923.0,5941.0,1.69,1.12
Kepler-277 c,1,33.0063025,0.2095,2.79,89.95,0.0,72.72,745.0,5941.0,1.69,1.12
Kepler-278 c,1,51.075756,0.2938,3.36,89.38,0.0,55.42,696.0,4991.0,2.94,1.3
Kepler-279 b,1,12.30971679,0.1099,3.82,83.92,0.0,350.46,1104.0,6366.0,1.7,1.16
Kepler-279 c,1,35.7353616,0.2236,5.47,87.09,0.0,84.66,774.0,6366.0,1.7,1.16
Kepler-280 b,1,2.1395563,0.0317,1.76,87.19,0.0,974.3,1425.0,5534.0,1.08,0.93
Kepler-280 c,1,4.80709959,0.0545,1.84,89.38,0.0,239.83,1004.0,5741.0,0.86,0.93
Kepler-281 d,1,148.2722671,0.5456,4.52,89.95,0.0,2.51,321.0,5717.0,0.88,0.98
Kepler-282 d,1,24.80568031,0.1648,2.3,89.95,0.0,35.94,624.0,6102.0,0.89,0.97
Kepler-286 b,1,1.79632439,0.0289,1.37,88.24,0.0,1122.23,1476.0,5970.0,0.91,1.0
Kepler-286 c,1,3.46808239,0.0448,1.47,89.38,0.0,467.0,1186.0,5970.0,0.91,1.0
Kepler-287 b,1,20.34234237,0.1433,2.4,89.95,0.0,50.51,680.0,5800.0,1.01,0.95
Kepler-288 b,1,6.09750607,0.0638,1.64,89.38,0.0,307.62,1068.0,5918.0,1.07,0.93
Kepler-288 c,1,19.30577159,0.1375,3.03,89.95,0.0,66.23,728.0,5918.0,1.07,0.93
Kepler-288 d,1,56.6388791,0.2818,3.62,87.09,0.0,15.77,508.0,5918.0,1.07,0.93
Kepler-29 b,1,10.3392408,0.0919,2.98,89.67,0.0,86.46,777.0,5730.0,0.87,0.97
Kepler-290 b,1,14.58932462,0.1103,2.18,89.95,0.0,29.88,596.0,5153.0,0.76,0.85
Kepler-290 d,1,0.76402007,0.0154,890.0,87.09,0.0,1532.82,1596.0,5153.0,0.76,0.85
Kepler-291 c,1,5.70071153,0.0644,1.93,89.95,0.0,270.62,1034.0,5993.0,0.99,1.09
Kepler-292 b,1,2.58082149,0.0358,1.65,86.52,0.0,540.05,1229.0,5513.0,0.92,0.92
Kepler-292 c,1,3.71545391,0.0457,1.79,88.81,0.0,331.41,1088.0,5513.0,0.92,0.92
Kepler-292 f,1,20.8342947,0.1442,2.94,88.81,0.0,33.29,613.0,5513.0,0.92,0.92
Kepler-294 b,1,3.70120482,0.0473,1.79,89.38,0.0,431.21,1162.0,5910.0,0.94,1.03
Kepler-295 c,1,21.5262569,0.1408,1.2,89.38,0.0,35.03,620.0,5607.0,0.89,0.8
Kepler-296 d,2,19.85028393,0.104,1.65,88.81,0.0,1.73,293.0,3517.0,0.37,0.38
Kepler-297 b,1,38.86848956,0.2125,2.81,89.97,0.0,15.89,509.0,5618.0,0.9,0.85
Kepler-297 c,1,74.92768653,0.3292,6.39,89.47,0.0,6.62,409.0,5618.0,0.9,0.85
Kepler-298 b,1,10.47548192,0.0819,2.21,89.38,0.0,24.29,566.0,4549.0,0.65,0.67
Kepler-298 d,1,77.4740724,0.311,2.89,89.38,0.0,1.68,291.0,4549.0,0.65,0.67
Kepler-299 b,1,2.92721559,0.0402,1.22,87.66,0.0,561.53,1241.0,5896.0,0.92,1.01
Kepler-299 e,1,38.2856338,0.2231,1.71,89.95,0.0,18.23,527.0,5896.0,0.92,1.01
Kepler-300 b,1,10.44636649,0.0926,1.88,87.66,0.0,102.77,812.0,5968.0,0.88,0.97
Kepler-301 c,1,5.41908491,0.0593,1.38,87.99,0.0,225.71,989.0,5814.0,0.88,0.94
Kepler-302 b,1,30.1836854,0.1878,2.88,89.95,0.0,24.6,568.0,5938.0,0.88,0.97
Kepler-302 c,1,127.2824442,0.4913,12.04,89.51,0.0,5.61,392.0,5733.0,1.18,0.97
Kepler-304 c,1,5.31595449,0.0539,2.33,88.47,0.0,73.19,746.0,4723.0,0.69,0.76
Kepler-304 d,1,9.65349016,0.0803,2.41,89.67,0.0,32.98,611.0,4723.0,0.69,0.76
Kepler-304 e,1,1.49914444,0.0232,1.09,87.54,0.0,395.06,1137.0,4723.0,0.69,0.76
Kepler-305 b,1,5.48711079,0.0557,3.5,85.94,0.0,126.43,855.0,5106.0,0.8,0.76
Kepler-305 c,1,8.29084167,0.0752,3.21,83.45,0.0,66.47,728.0,5103.0,0.79,0.82
Kepler-305 e,1,3.20539622,0.0399,1.7,87.1,0.0,236.11,1000.0,5103.0,0.79,0.82
Kepler-306 c,1,7.2402285,0.07,2.58,89.95,0.0,98.13,803.0,5219.0,0.85,0.87
Kepler-306 e,1,44.8411168,0.2268,2.75,88.5,0.0,5.45,390.0,4955.0,0.72,0.77
Kepler-308 b,1,9.69502544,0.089,2.23,89.38,0.0,114.06,833.0,5896.0,0.91,1.0
Kepler-308 c,1,15.3825006,0.1211,2.19,89.95,0.0,61.61,715.0,5896.0,0.91,1.0
Kepler-309 b,1,5.92365634,0.0512,1.03,89.95,0.0,18.58,529.0,3880.0,0.49,0.51
Kepler-31 d,1,87.6475334,0.409,4.06,89.38,0.0,12.96,484.0,6505.0,1.16,1.19
Kepler-310 b,1,13.93072278,0.1093,1.21,89.38,0.0,61.47,714.0,5795.0,0.85,0.89
Kepler-311 d,1,232.040326,0.7326,2.05,89.7,0.0,2.71,327.0,5903.0,1.16,0.97
Kepler-312 b,1,1.77244975,0.0305,980.0,89.38,0.0,1715.03,1641.0,6173.0,1.11,1.2
Kepler-313 b,1,14.9702081,0.1175,1.91,88.24,0.0,89.93,785.0,5900.0,1.07,0.96
Kepler-314 b,1,2.46106655,0.036,810.0,88.24,0.0,520.99,1218.0,5497.0,0.91,1.03
Kepler-314 c,1,5.96040108,0.065,2.87,85.94,0.0,159.81,907.0,5497.0,0.91,1.03
Kepler-315 b,1,96.109323,0.3928,4.01,88.26,0.0,6.59,409.0,5792.0,1.0,0.88
Kepler-315 c,1,265.47847,0.7733,4.2,89.31,0.0,1.7,291.0,5792.0,1.0,0.88
Kepler-316 c,1,6.82778157,0.059,1.34,89.09,0.0,26.31,577.0,4198.0,0.57,0.59
Kepler-317 b,1,5.52418625,0.0583,2.25,87.89,0.0,214.86,976.0,5334.0,1.0,0.86
Kepler-318 b,1,4.66271902,0.0556,3.86,87.66,0.0,274.98,1039.0,5729.0,0.94,1.05
Kepler-318 c,1,11.8150013,0.1053,4.59,89.95,0.0,211.78,973.0,5903.0,1.47,1.11
Kepler-32 b,1,5.90128282,0.0514,2.09,89.95,0.0,16.34,513.0,3727.0,0.5,0.52
Kepler-320 c,1,17.9346563,0.1379,1.41,87.66,0.0,86.04,777.0,6412.0,1.04,1.08
Kepler-321 b,1,4.91538707,0.0577,1.78,84.8,0.0,366.09,1116.0,5881.0,1.07,1.06
Kepler-322 b,1,1.65389346,0.0247,960.0,87.66,0.0,915.4,1403.0,5496.0,0.83,0.74
Kepler-324 e,1,13.97946561,0.1096,1.52,89.95,0.0,39.51,639.0,5355.0,0.8,0.9
Kepler-325 b,1,4.54443647,0.0522,3.0,86.99,0.0,253.48,1017.0,5445.0,0.94,0.92
Kepler-325 c,1,12.76224947,0.1029,3.33,87.09,0.0,89.04,783.0,5749.0,0.98,0.89
Kepler-326 d,1,6.76689811,0.0685,2.43,89.95,0.0,351.72,1104.0,5192.0,1.59,0.93
Kepler-327 b,1,2.5495633,0.029,1.31,83.65,0.0,53.66,690.0,3799.0,0.49,0.5
Kepler-328 b,1,34.9176592,0.219,3.33,85.37,0.0,30.56,600.0,6167.0,1.06,1.15
Kepler-329 c,1,18.6848057,0.1114,2.06,88.81,0.0,5.12,384.0,4045.0,0.52,0.53
Kepler-33 b,1,5.66815821,0.0643,1.85,88.85,0.0,752.7,1336.0,5900.0,1.69,1.1
Kepler-33 d,1,21.77568751,0.1577,4.77,89.95,0.0,125.14,853.0,5900.0,1.69,1.1
Kepler-33 e,1,31.78476785,0.2029,3.66,89.95,0.0,75.59,752.0,5900.0,1.69,1.1
Kepler-331 b,1,8.45747483,0.066,1.99,89.95,0.0,19.88,538.0,4345.0,0.52,0.54
Kepler-332 c,1,15.9956114,0.1155,1.3,89.38,0.0,34.74,619.0,5141.0,0.86,0.8
Kepler-332 d,1,34.2113054,0.1917,1.41,89.38,0.0,12.61,481.0,5141.0,0.86,0.8
Kepler-333 c,2,24.0882568,0.1373,1.2,88.81,0.0,4.83,378.0,4159.0,0.58,0.59
Kepler-336 c,1,9.59993139,0.0866,1.42,88.81,0.0,117.97,841.0,6029.0,0.86,0.94
Kepler-337 b,1,3.29276965,0.043,1.3,86.52,0.0,1011.58,1438.0,5684.0,1.42,0.97
Kepler-337 c,1,9.69315566,0.0882,1.76,86.52,0.0,240.44,1004.0,5684.0,1.42,0.97
Kepler-338 d,1,44.4304059,0.2526,2.61,89.96,0.0,50.42,680.0,5951.0,1.69,1.09
Kepler-339 b,1,4.97761996,0.0547,1.46,87.09,0.0,195.78,954.0,5627.0,0.81,0.88
Kepler-339 c,1,6.98803345,0.0686,1.18,89.38,0.0,124.48,852.0,5627.0,0.81,0.88
Kepler-339 d,1,10.55838956,0.0903,1.16,89.38,0.0,71.84,742.0,5627.0,0.81,0.88
Kepler-340 b,1,14.8444163,0.1502,4.61,88.24,0.0,1846.81,1672.0,8241.0,3.18,2.05
